id;area;master_area
30501024;MECANICA DOS FLUIDOS;30500001
30501032;DINAMICA DOS GASES;30500001
30501040;PRINCIPIOS VARIACIONAIS E METODOS NUMERICOS;30500001
30502004;ENGENHARIA TERMICA;30500001
30502012;TERMODINAMICA;30500001
30502020;CONTROLE AMBIENTAL;30500001
30502039;APROVEITAMENTO DA ENERGIA;30500001
30503000;MECANICA DOS SOLIDOS;30500001
30503019;MECANICA DOS CORPOS SOLIDOS ELASTICOS E PLASTICOS;30500001
30503027;DINAMICA DOS CORPOS RIGIDOS ELASTICOS E PLASTICOS;30500001
30503035;ANALISE DE TENSOES;30500001
30503043;TERMOELASTICIDADE;30500001
30504007;PROJETOS DE MAQUINAS;30500001
30504015;TEORIA DOS MECANISMOS;30500001
30504023;ESTATICA E DINAMICA APLICADA;30500001
30504031;ELEMENTOS DE MAQUINAS;30500001
30504040;FUNDAMENTOS GERAIS DE PROJETOS DAS MAQUINAS;30500001
30504058;MAQUINAS MOTORES E EQUIPAMENTOS;30500001
30504066;METODOS DE SINTESE E OTIMIZACAO APLICADOS AO PROJ.  MECANICO;30500001
30504074;CONTROLE DE SISTEMAS MECANICOS;30500001
30504082;APROVEITAMENTO DE ENERGIA;30500001
30505003;PROCESSOS DE FABRICACAO;30500001
30505011;MATRIZES E FERRAMENTAS;30500001
30505020;MAQUINAS DE USINAGEM E CONFORMACAO;30500001
30505038;CONTROLE NUMERICO;30500001
30505046;ROBOTIZACAO;30500001
30505054;PROCESSOS DE FABRICACAO SELECAO ECONOMICA;30500001
30800005;ENGENHARIA DE PRODUCAO;30000009
30801001;GERENCIA DE PRODUCAO;30800005
30801010;PLANEJAMENTO DE INSTALACOES INDUSTRIAIS;30800005
30801028;PLANEJAMENTO PROJETO E CONTROLE DE SIST. DE PRODUCAO;30800005
30801036;HIGIENE E SEGURANCA DO TRABALHO;30800005
30801044;SUPRIMENTOS;30800005
30801052;GARANTIA DE CONTROLE DE QUALIDADE;30800005
30802008;PESQUISA OPERACIONAL;30800005
30802016;PROCESSOS ESTOCASTICOS E TEORIAS DAS FILAS;30800005
30802024;PROGRAMACAO LINEAR NAO-LINEAR MISTA E DINAMICA;30800005
30802032;SERIES TEMPORAIS;30800005
30802040;TEORIA DOS GRAFOS;30800005
30802059;TEORIA DOS JOGOS;30800005
30803004;ENGENHARIA DO PRODUTO;30800005
30803012;ERGONOMIA;30800005
30803020;METODOLOGIA DE PROJETO DO PRODUTO;30800005
30803039;PROCESSOS DE TRABALHO;30800005
30803047;GERENCIA DO PROJETO E DO PRODUTO;30800005
30803055;DESENVOLVIMENTO DE PRODUTO;30800005
30804000;ENGENHARIA ECONOMICA;30800005
30804019;ESTUDO DE MERCADO;30800005
30804027;LOCALIZACAO INDUSTRIAL;30800005
30804035;ANALISE DE CUSTOS;30800005
30804043;ECONOMIA DE TECNOLOGIA;30800005
30804051;VIDA ECONOMICA DOS EQUIPAMENTOS;30800005
30804060;AVALIACAO DE PROJETOS;30800005
31100007;ENGENHARIA NAVAL E OCEANICA;30000009
31101003;HIDRODINAMICA DE NAVIOS E SISTEMAS OCEANICOS;31100007
31101011;RESISTENCIA HIDRODINAMICA;31100007
31101020;PROPULSAO DE NAVIOS;31100007
31102000;ESTRUTURAS NAVAIS E OCEANICAS;31100007
31102018;ANALISE TEORICA E EXPERIMENTAL DE ESTRUTURA;31100007
31102026;DINAMICA ESTRUTURAL NAVAL E OCEANICA;31100007
31102034;SINTESE ESTRUTURAL NAVAL E OCEANICA;31100007
31103006;MAQUINAS MARITIMAS;31100007
31103014;ANALISE DE SISTEMAS PROPULSORES;31100007
31103022;CONTROLE E AUTOMACAO DE SISTEMAS PROPULSORES;31100007
31103030;EQUIPAMENTOS AUXILIARES DO SISTEMA PROPULSIVO;31100007
31103049;MOTOR DE PROPULSAO;31100007
31104002;PROJETOS DE NAVIOS E DE SISTEMAS OCEANICOS;31100007
31104010;PROJETOS DE NAVIOS;31100007
31104029;PROJETOS DE SISTEMAS OCEANICOS FIXOS E SEMI-FIXOS;31100007
31104037;PROJETOS DE EMBARCACOES NAO-CONVENCIONAIS;31100007
31105009;TECNOLOGIA DE CONSTRUCAO NAVAL E DE SISTEMAS OCEANICOS;31100007
31105017;METODOS DE FABRICACAO DE NAVIOS E SISTEMAS OCEANICOS;31100007
31105025;SOLDAGEM DE ESTRUTURAS NAVAIS E OCEANICOS;31100007
31105033;CUSTOS DE CONSTRUCAO NAVAL;31100007
31105041;NORMATIZACAO E CERTIFICACAO DE QUALIDADE DE NAVIOS;31100007
31200001;ENGENHARIA AEROESPACIAL;30000009
31201008;AERODINAMICA;31200001
31201016;AERODINAMICA DE AERONAVES ESPACIAIS;31200001
31201024;AERODINAMICA DOS PROCESSOS GEOFISICOS E INTERPLANETARIOS;31200001
31202004;DINAMICA DE VOO;31200001
31202012;TRAJETORIAS E ORBITAS;31200001
31202020;ESTABILIDADE E CONTROLE;31200001
31203000;ESTRUTURAS AEROESPACIAIS;31200001
31203019;AEROELASTICIDADE;31200001
31203027;FADIGA;31200001
31203035;PROJETOS DE ESTRUTURAS AEROESPACIAIS;31200001
31204007;MATERIAIS E PROCESSOS P/ENGENHARIA AERON. E AEROESPACIAL;31200001
31205003;PROPULSAO AEROESPACIAL;31200001
31205011;COMBUSTAO E ESCOAMENTO COM REACOES QUIMICAS;31200001
31205020;PROPULSAO DE FOGUTES;31200001
31205038;MAQUINAS DE FLUXO;31200001
31205046;MOTORES ALTERNATIVOS;31200001
31206000;SISTEMAS AEROESPACIAIS;31200001
31206018;AVIOES;31200001
31206026;FOGUETES;31200001
31206034;HELICOPTEROS;31200001
31206042;HOVERCRAFT;31200001
31206050;SATELITES E OUTROS DISPOSITIVOS AEROESPACIAIS;31200001
31206069;NORMATIZACAO E CERT. DE QUAL. DE AERONAVES E COMPONENTES;31200001
31206077;MANUTENCAO DE SISTEMAS AEROESPACIAIS;31200001
30400007;ENGENHARIA ELETRICA;30000009
30401003;MATERIAIS ELETRICOS;30400007
30401011;MATERIAIS CONDUTORES;30400007
30401020;MATERIAIS E COMPONENTES SEMICONDUTORES;30400007
30401038;MATERIAIS E DISPOSITIVOS SUPERCONDUTORES;30400007
30401046;MATERIAIS DIELETRICOS PIESOELETRICOS E FERROELETRICOS;30400007
30401054;MAT. E COMP. ELETROOTICOS E MAGNET. MAT. FOTOELETRICOS;30400007
30401062;MATERIAIS E DISPOSITIVOS MAGNETICOS;30400007
30402000;MEDIDAS ELETRICAS MAGNETICAS E ELETRONICAS INSTRUMENTACAO;30400007
30402018;MEDIDAS ELETRICAS;30400007
30402026;MEDIDAS MAGNETICAS;30400007
30402034;INSTRUMENTACAO ELETROMECANICA;30400007
30402042;INSTRUMENTACAO ELETRONICA;30400007
30402050;SISTEMAS ELETRONICOS DE MEDIDAS E DE CONTROLE;30400007
30403006;CIRCUITOS ELETRICOS MAGNETICOS E ELETRONICOS;30400007
30403014;TEORIA GERAL DOS CIRCUITOS ELETRICOS;30400007
30403022;CIRCUITOS LINEARES E NAO LINEARES;30400007
30403030;CIRCUITOS ELETRONICOS;30400007
30403049;CIRCUITOS MAGNETICOS MAGNETISMO ELETROMAGNETISMO;30400007
30404002;SISTEMAS ELETRICOS DE POTENCIA;30400007
30404010;GERACAO DE ENERGIA ELETRICA;30400007
30404029;TRANSMISSAO DA ENERGIA ELET. DISTRIB. DA ENERGIA ELETRICA;30400007
30404037;CONVERSAO E RETIFICACAO DA ENERGIA ELETRICA;30400007
30404045;MEDICAO CONTROLE CORRECAO E PROTECAO DE SIST. ELET. E POT.;30400007
30404053;MAQUINAS ELETRICAS E DISPOSITIVOS DE POTENCIA;30400007
30404061;INSTALACOES ELETRICAS PREDIAIS E INDUSTRIAIS;30400007
30405009;ELETRONICA INDUSTRIAL SISTEMAS E CONTROLES ELETRONICOS;30400007
30405017;ELETRONICA INDUSTRIAL;30400007
30405025;AUTOMACAO ELETRONICA DE PROCESSOS ELETRICOS E INDUSTRIAIS;30400007
30405033;CONTROLE DE PROCESSOS ELETRONICOS RETROALIMENTACAO;30400007
30406005;TELECOMUNICACOES;30400007
30406013;TEORIA ELETROMAG. MICROONDAS PROPAGACAO DE ONDAS ANTENAS;30400007
30406021;RADIONAVEGACAO E RADIOASTRONOMIA;30400007
30406030;SISTEMAS DE TELECOMUNICACOES;30400007
31300006;ENGENHARIA BIOMEDICA;30000009
31301002;BIOENGENHARIA;31300006
31301010;PROCESSAMENTO DE SINAIS BIOLOGICOS;31300006
31301029;MODELAGEM DE FENOMENOS BIOLOGICOS;31300006
31301037;MODELAGEM DE SISTEMAS BIOLOGICOS;31300006
31302009;ENGENHARIA MEDICA;31300006
31302017;BIOMATERIAIS E MATERIAIS BIOCOMPATIVEIS;31300006
31302025;TRANSDUTORES PARA APLICACOES BIOMEDICAS;31300006
31302033;INSTRUMENTACAO ODONTOLOGICA E MEDICO-HOSPITALAR;31300006
31302041;TECNOLOGIA DE PROTESES;31300006
40000001;CIENCIAS DA SAUDE;10000003
40100006;MEDICINA;40000001
40101002;CLINICA MEDICA;40100006
40101010;ANGIOLOGIA;40100006
40101029;DERMATOLOGIA;40100006
40101045;CANCEROLOGIA;40100006
40101061;ENDOCRINOLOGIA;40100006
40101100;CARDIOLOGIA;40100006
40101118;GASTROENTEROLOGIA;40100006
40101126;PNEUMOLOGIA;40100006
40101134;NEFROLOGIA;40100006
40101169;FISIATRIA;40100006
40107000;MEDICINA LEGAL E DEONTOLOGIA;40100006
40101037;ALERGOLOGIA E IMUNOLOGIA CLINICA;40100006
40101053;HEMATOLOGIA;40100006
40101070;NEUROLOGIA;40100006
40101088;PEDIATRIA;40100006
40101096;DOENCAS INFECCIOSAS E PARASITARIAS;40100006
40101142;REUMATOLOGIA;40100006
40103005;SAUDE MATERNO-INFANTIL;40100006
40104001;PSIQUIATRIA;40100006
40105008;ANATOMIA PATOLOGICA E PATOLOGIA CLINICA;40100006
40106004;RADIOLOGIA MEDICA;40100006
40101150;GINECOLOGIA E OBSTETRICIA;40100006
40101177;OFTALMOLOGIA;40100006
40101186;ORTOPEDIA;40100006
40102009;CIRURGIA;40100006
40102017;CIRURGIA PLASTICA E RESTAURADORA;40100006
40102025;CIRURGIA OTORRINOLARINGOLOGIA;40100006
40102033;CIRURGIA OFTALMOLOGICA;40100006
40102041;CIRURGIA CARDIOVASCULAR;40100006
40102050;CIRURGIA TORAXICA;40100006
40102068;CIRURGIA GASTROENTEROLOGICA;40100006
40102076;CIRURGIA PEDIATRICA;40100006
40102084;NEUROCIRURGIA;40100006
40102092;CIRURGIA UROLOGICA;40100006
40102106;CIRURGIA PROCTOLOGICA;40100006
40102114;CIRURGIA ORTOPEDICA;40100006
40102122;CIRURGIA TRAUMATOLOGICA;40100006
40102130;ANESTESIOLOGIA;40100006
40102149;CIRURGIA EXPERIMENTAL;40100006
40500004;NUTRICAO;40000001
40501000;BIOQUIMICA DA NUTRICAO;40500004
40502007;DIETETICA;40500004
40503003;ANALISE NUTRICIONAL DE POPULACAO;40500004
40504000;DESNUTRICAO E DESENVOLVIMENTO FISIOLOGICO;40500004
40200000;ODONTOLOGIA;40000001
40201007;CLINICA ODONTOLOGICA;40200000
40202003;CIRURGIA BUCO-MAXILO-FACIAL;40200000
40203000;ORTODONTIA;40200000
40204006;ODONTOPEDIATRIA;40200000
40205002;PERIODONTIA;40200000
40206009;ENDODONTIA;40200000
40207005;RADIOLOGIA ODONTOLOGICA;40200000
40208001;ODONTOLOGIA SOCIAL E PREVENTIVA;40200000
40209008;MATERIAIS ODONTOLOGICOS;40200000
40300005;FARMACIA;40000001
40301001;FARMACOTECNIA;40300005
40302008;FARMACOGNOSIA;40300005
40303004;ANALISE TOXICOLOGICA;40300005
40304000;ANALISE E CONTROLE DE MEDICAMENTOS;40300005
40305007;BROMATOLOGIA;40300005
40400000;ENFERMAGEM;40000001
40401006;ENFERMAGEM MEDICO-CIRURGICA;40400000
40402002;ENFERMAGEM OBSTETRICA;40400000
40403009;ENFERMAGEM PEDIATRICA;40400000
40404005;ENFERMAGEM PSIQUIATRICA;40400000
40405001;ENFERMAGEM DE DOENCAS CONTAGIOSAS;40400000
40406008;ENFERMAGEM DE SAUDE PUBLICA;40400000
40600009;SAUDE COLETIVA;40000001
40601005;EPIDEMIOLOGIA;40600009
40602001;SAUDE PUBLICA;40600009
40603008;MEDICINA PREVENTIVA;40600009
40900002;EDUCACAO FISICA;40000001
40700003;FONOAUDIOLOGIA;40000001
40800008;FISIOTERAPIA E TERAPIA OCUPACIONAL;40000001
50000004;CIENCIAS AGRARIAS;10000003
50100009;AGRONOMIA;50000004
50101005;CIENCIA DO SOLO;50100009
50101013;GENESE MORFOLOGIA E CLASSIFICACAO DOS SOLOS;50100009
50101021;FISICA DO SOLO;50100009
50101030;QUIMICA DO SOLO;50100009
50101048;MICROBIOLOGIA E BIOQUIMICA DO SOLO;50100009
50101056;FERTILIDADE DO SOLO E ADUBACAO;50100009
50101064;MANEJO E CONSERVACAO DO SOLO;50100009
50102001;FITOSSANIDADE;50100009
50102010;FITOPATOLOGIA;50100009
50102028;ENTOMOLOGIA AGRICOLA;50100009
50102036;PARASITOLOGIA AGRICOLA;50100009
50102044;MICROBIOLOGIA AGRICOLA;50100009
50102052;DEFESA FITOSSANITARIA;50100009
50103008;FITOTECNIA;50100009
50103016;MANEJO E TRATOS CULTURAIS;50100009
50103024;MECANIZACAO AGRICOLA;50100009
50103032;PRODUCAO E BENEFICIAMENTO DE SEMENTES;50100009
50103040;PRODUCAO DE MUDAS;50100009
50103059;MELHORAMENTO VEGETAL;50100009
50103067;FISIOLOGIA DE PLANTAS CULTIVADAS;50100009
50103075;MATOLOGIA;50100009
50104004;FLORICULTURA PARQUES E JARDINS;50100009
50104012;FLORICULTURA;50100009
50104020;PARQUES E JARDINS;50100009
50104039;ARBORIZACAO DE VIAS PUBLICAS;50100009
50105000;AGROMETEROLOGIA;50100009
50106007;EXTENSAO RURAL;50100009
50200003;RECURSOS FLORESTAIS E ENGENHARIA FLORESTAL;50000004
50201000;SILVICULTURA;50200003
50201018;DENDROLOGIA;50200003
50201026;FLORESTAMENTO E REFLORESTAMENTO;50200003
50201034;GENETICA E MELHORAMENTO FLORESTAL;50200003
50201042;SEMENTES FLORESTAIS;50200003
50201050;NUTRICAO FLORESTAL;50200003
50201069;FISIOLOGIA FLORESTAL;50200003
50201077;SOLOS FLORESTAIS;50200003
50201085;PROTECAO FLORESTAL;50200003
50202006;MANEJO FLORESTAL;50200003
50202014;ECONOMIA FLORESTAL;50200003
50202022;POLITICA E LEGISLACAO FLORESTAL;50200003
50202030;ADMINISTRACAO FLORESTAL;50200003
50202049;DENDROMETRIA E INVENTARIO FLORESTAL;50200003
50202057;FOTOINTERPRETACAO FLORESTAL;50200003
50202065;ORDENAMENTO FLORESTAL;50200003
50203002;TECNICAS E OPERACOES FLORESTAIS;50200003
50203010;EXPLORACAO FLORESTAL;50200003
50203029;MECANIZACAO FLORESTAL;50200003
50204009;TECNOLOGIA E UTILIZACAO DE PRODUTOS FLORESTAIS;50200003
50204017;ANATOMIA E IDENTIFICACAO DE PRODUTOS FLORESTAIS;50200003
50204025;PROPRIEDADES FISICO-MECANICAS DA MADEIRA;50200003
50204033;RELACOES AGUA-MADEIRA E SECAGEM;50200003
50204041;TRATAMENTO DA MADEIRA;50200003
50204050;PROCESSAMENTO MECANICO DA MADEIRA;50200003
50204068;QUIMICA DA MADEIRA;50200003
50204076;RESINAS DE MADEIRAS;50200003
50204084;TECNOLOGIA DE CELULOSE E PAPEL;50200003
50204092;TECNOLOGIA DE CHAPAS;50200003
50205005;CONSERVACAO DA NATUREZA;50200003
50205013;HIDROLOGIA FLORESTAL;50200003
50205021;CONSERVACAO DE AREAS SILVESTRES;50200003
50205030;CONSERVACAO DAS BACIAS HIDROGRAFICAS;50200003
50205048;RECUPERACAO DE AREAS DEGRADADAS;50200003
50206001;ENERGIA DE BIOMASSA FLORESTAL;50200003
50300008;ENGENHARIA AGRICOLA;50000004
50301004;MAQUINAS E IMPLEMENTOS AGRICOLAS;50300008
50302000;ENGENHARIA DE AGUA E SOLO;50300008
50302019;IRRIGACAO E DRENAGEM;50300008
50302027;CONSERVACAO DE SOLO E AGUA;50300008
50303007;ENGENHARIA DE PROCESSAMENTO DE PRODUTOS AGRICOLAS;50300008
50303015;PRE-PROCESSAMENTO DE PRODUTOS AGRICOLAS;50300008
50303023;ARMAZENAMENTO DE PRODUTOS AGRICOLAS;50300008
50303031;TRANSFERENCIA DE PRODUTOS AGRICOLAS;50300008
50304003;CONSTRUCOES RURAIS E AMBIENCIA;50300008
50304011;ASSENTAMENTO RURAL;50300008
50304020;ENGENHARIA DE CONSTRUCOES RURAIS;50300008
50304038;SANEAMENTO RURAL;50300008
50305000;ENERGIZACAO RURAL;50300008
50400002;ZOOTECNIA;50000004
50401009;ECOLOGIA DOS ANIMAIS DOMESTICOS E ETOLOGIA;50400002
50402005;GENETICA E MELHORAMENTO DOS ANIMAIS DOMESTICOS;50400002
50403001;NUTRICAO E ALIMENTACAO ANIMAL;50400002
50403010;EXIGENCIAS NUTRICIONAIS DOS ANIMAIS;50400002
50403028;AVALIACAO DE ALIMENTOS PARA ANIMAIS;50400002
50403036;CONSERVACAO DE ALIMENTOS PARA ANIMAIS;50400002
50404008;PASTAGEM E FORRAGICULTURA;50400002
50404016;AVALIACAO PRODUCAO E CONSERVACAO DE FORRAGENS;50400002
50404024;MANEJO E CONSERVACAO DE PASTAGENS;50400002
50404032;FISIOLOGIA DE PLANTAS FORRAGEIRAS;50400002
50404040;MELHORAMENTO DE PLANTAS FORRAGEIRAS E PRODUCAO DE SEMENTES;50400002
50404059;TOXICOLOGIA E PLANTAS TOXICAS;50400002
50405004;PRODUCAO ANIMAL;50400002
50405012;CRIACAO DE ANIMAIS;50400002
50405020;MANEJO DE ANIMAIS;50400002
50405039;INSTALACOES PARA PRODUCAO ANIMAL;50400002
50600001;RECURSOS PESQUEIROS E ENGENHARIA DE PESCA;50000004
50601008;RECURSOS PESQUEIROS MARINHOS;50600001
50601016;FATORES ABIOTICOS DO MAR;50600001
50601024;AVALIACAO DE ESTOQUE PESQUEIROS MARINHOS;50600001
50601032;EXPLORACAO PESQUEIRA MARINHA;50600001
50601040;MANEJO E CONSERVACAO DE RECURSOS PESQUEIROS MARINHOS;50600001
50602004;RECURSOS PESQUEIROS DE AGUAS INTERIORES;50600001
50602012;FATORES ABIOTICOS DE AGUAS INTERIORES;50600001
50602020;AVALIACAO DE ESTOQUES PESQUEIROS DE AGUAS INTERIORES;50600001
50602039;EXPLORACAO PESQUEIRA DE AGUAS INTERIORES;50600001
50602047;MANEJO E CONSERV. DE RECURSOS PESQUEIROS DE AGUAS INFERIORES;50600001
50603000;AQUICULTURA;50600001
50603019;MARICULTURA;50600001
50603027;CARCINOCULTURA;50600001
50603035;OSTREICULTURA;50600001
50603043;PISCICULTURA;50600001
50604007;ENGENHARIA DE PESCA;50600001
50500007;MEDICINA VETERINARIA;50000004
50501003;CLINICA E CIRURGIA ANIMAL;50500007
50501011;ANESTESIOLOGIA ANIMAL;50500007
50501020;TECNICA CIRURGICA ANIMAL;50500007
50501038;RADIOLOGIA DE ANIMAIS;50500007
50501046;FARMACOLOGIA E TERAPEUTICA ANIMAL;50500007
50501054;OBSTETRICIA ANIMAL;50500007
50501062;CLINICA VETERINARIA;50500007
50501070;CLINICA CIRURGICA ANIMAL;50500007
50501089;TOXICOLOGIA ANIMAL;50500007
50502000;MEDICINA VETERINARIA PREVENTIVA;50500007
50502018;EPIDEMIOLOGIA ANIMAL;50500007
50502026;SANEAMENTO APLICADO A SAUDE DO HOMEM;50500007
50502034;DOENCAS INFECCIOSAS DE ANIMAIS;50500007
50502042;DOENCAS PARASITARIAS DE ANIMAIS;50500007
50502050;SAUDE ANIMAL (PROGRAMAS SANITARIOS);50500007
50503006;PATOLOGIA ANIMAL;50500007
50503014;PATOLOGIA AVIARIA;50500007
50503022;ANATOMIA PATOLOGICA ANIMAL;50500007
50503030;PATOLOGIA CLINICA ANIMAL;50500007
50504002;REPRODUCAO ANIMAL;50500007
50504010;GINECOLOGIA E ANDROLOGIA ANIMAL;50500007
50504029;INSEMINACAO ARTIFICIAL ANIMAL;50500007
50504037;FISIOPATOLOGIA DA REPRODUCAO ANIMAL;50500007
50505009;INSPECAO DE PRODUTOS DE ORIGEM ANIMAL;50500007
50700006;CIENCIA E TECNOLOGIA DE ALIMENTOS;50000004
50701002;CIENCIA DE ALIMENTOS;50700006
50701010;VALOR NUTRITIVO DE ALIMENTOS;50700006
50701029;QUIMICA FISICA FISICO-QUIM. BIOQ. DOS ALI. MAT. PRIMAS ALI;50700006
50701037;MICROBIOLOGIA DE ALIMENTOS;50700006
50701045;FISIOLOGIA POS-COLHEITA;50700006
50701053;TOXICIDADE E RESIDUOS DE PESTICIDAS EM ALIMENTOS;50700006
50701061;AVALIACAO E CONTROLE DE QUALIDADE DE ALIMENTOS;50700006
50701070;PADROES LEGISLACAO E FISCALIZACAO DE ALIMENTOS;50700006
50702009;TECNOLOGIA DE ALIMENTOS;50700006
50702017;TECNOLOGIA DE PRODUTOS DE ORIGEM ANIMAL;50700006
50702025;TECNOLOGIA DE PRODUTOS DE ORIGEM VEGETAL;50700006
50702033;TECNOLOGIA DAS BEBIDAS;50700006
50702041;TECNOLOGIA DE ALIMENTOS DIETETICOS E NUTRICIONAIS;50700006
50702050;APROVEITAMENTO DE SUBPRODUTOS;50700006
50702068;EMBALAGENS DE PRODUTOS ALIMENTARES;50700006
50703005;ENGENHARIA DE ALIMENTOS;50700006
50703013;INSTALACOES INDUSTRIAIS DE PRODUCAO DE ALIMENTOS;50700006
50703021;ARMAZENAMENTO DE ALIMENTOS;50700006
60000007;CIENCIAS SOCIAIS APLICADAS;10000003
60100001;DIREITO;60000007
60101008;TEORIA DO DIREITO;60100001
60101016;TEORIA GERAL DO DIREITO;60100001
60101024;TEORIA GERAL DO PROCESSO;60100001
60101032;TEORIA DO ESTADO;60100001
60101040;HISTORIA DO DIREITO;60100001
60101059;FILOSOFIA DO DIREITO;60100001
60101067;LOGICA JURIDICA;60100001
60101075;SOCIOLOGIA JURIDICA;60100001
60101083;ANTROPOLOGIA JURIDICA;60100001
60102004;DIREITO PUBLICO;60100001
60102012;DIREITO TRIBUTARIO;60100001
60102020;DIREITO PENAL;60100001
60102039;DIREITO PROCESSUAL PENAL;60100001
60102047;DIREITO PROCESSUAL CIVIL;60100001
60102055;DIREITO CONSTITUCIONAL;60100001
60102063;DIREITO ADMINISTRATIVO;60100001
60102071;DIREITO INTERNACIONAL PUBLICO;60100001
60103000;DIREITO PRIVADO;60100001
60103019;DIREITO CIVIL;60100001
60103027;DIREITO COMERCIAL;60100001
60103035;DIREITO DO TRABALHO;60100001
60103043;DIREITO INTERNACIONAL PRIVADO;60100001
60104007;DIREITOS ESPECIAIS;60100001
60200006;ADMINISTRACAO;60000007
60201002;ADMINISTRACAO DE EMPRESAS;60200006
60201010;ADMINISTRACAO DE PRODUCAO;60200006
60201029;ADMINISTRACAO FINANCEIRA;60200006
60201037;MERCADOLOGIA;60200006
60201045;NEGOCIOS INTERNACIONAIS;60200006
60201053;ADMINISTRACAO DE RECURSOS HUMANOS;60200006
60202009;ADMINISTRACAO PUBLICA;60200006
60202017;CONTABILIDADE E FINANCAS PUBLICAS;60200006
60202025;ORGANIZACOES PUBLICAS;60200006
60202033;POLITICA E PLANEJAMENTO GOVERNAMENTAIS;60200006
60202041;ADMINISTRACAO DE PESSOAL;60200006
60203005;ADMINISTRACAO DE SETORES ESPECIFICOS;60200006
60204001;CIENCIAS CONTABEIS;60200006
61300004;TURISMO;60000007
60300000;ECONOMIA;60000007
60301007;TEORIA ECONOMICA;60300000
60301015;ECONOMIA GERAL;60300000
60301023;TEORIA GERAL DA ECONOMIA;60300000
60301031;HISTORIA DO PENSAMENTO ECONOMICO;60300000
60301040;HISTORIA ECONOMICA;60300000
60301058;SISTEMAS ECONOMICOS;60300000
60302003;METODOS QUANTITATIVOS EM ECONOMIA;60300000
60302011;METODOS E MODELOS MATEMAT. ECONOMETRICOS E ESTATISTICOS;60300000
60302020;ESTATISTICA SOCIO-ECONOMICA;60300000
60302038;CONTABILIDADE NACIONAL;60300000
60302046;ECONOMIA MATEMATICA;60300000
60303000;ECONOMIA MONETARIA E FISCAL;60300000
60303018;TEORIA MONETARIA E FINANCEIRA;60300000
60303026;INSTITUICOES MONETARIAS E FINANCEIRAS DO BRASIL;60300000
60303034;FINANCAS PUBLICAS INTERNAS;60300000
60303042;POLITICA FISCAL DO BRASIL;60300000
60304006;CRESCIMENTO FLUTUACOES E PLANEJAMENTO ECONOMICO;60300000
60304014;CRESCIMENTO E DESENVOLVIMENTO ECONOMICO;60300000
60304022;TEORIA E POLITICA DE PLANEJAMENTO ECONOMICO;60300000
60304030;FLUTACOES CICLICAS E PROJECOES ECONOMICAS;60300000
60304049;INFLACAO;60300000
60305002;ECONOMIA INTERNACIONAL;60300000
60305010;TEORIA DO COMERCIO INTERNACIONAL;60300000
60305029;RELACOES DO COMERCIO POLIT. COMERCIAL INTEGRACAO ECONOMICA;60300000
60305037;BALANCO DE PAGAMENTO FINANCAS INTERNACIONAIS;60300000
60305045;INVESTIMENTOS INTERNACIONAIS E AJUDA EXTERNA;60300000
60306009;ECONOMIA DOS RECURSOS HUMANOS;60300000
60306017;TREIN. E ALOCACAO DE MAO-DE-OBRAOFERTA MAO-DE-OBRA F. TRAB.;60300000
60306025;MERCADO DE TRABALHO POLITICA DO GOVERNO;60300000
60306033;SINDICATOS DISSIDIOS COLET. RELACOES DE EMPREGO(EMP./EMP);60300000
60306041;CAPITAL HUMANO;60300000
60306050;DEMOGRAFIA ECONOMICA;60300000
60307005;ECONOMIA INDUSTRIAL;60300000
60307013;ORGANIZACAO INDUSTRIAL E ESTUDOS INDUSTRIAIS;60300000
60307021;MUDANCA TECNOLOGICA;60300000
60308001;ECONOMIA DO BEM-ESTAR SOCIAL;60300000
60308010;ECONOMIA DOS PROGRAMAS DE BEM-ESTAR SOCIAL;60300000
60308028;ECONOMIA DO CONSUMIDOR;60300000
60309008;ECONOMIA REGIONAL E URBANA;60300000
60309016;ECONOMIA REGIONAL;60300000
60309024;ECONOMIA URBANA;60300000
60309032;RENDA E TRIBUTACAO;60300000
60310006;ECONOMIAS AGRARIA E DOS RECURSOS NATURAIS;60300000
60310014;ECONOMIA AGRARIA;60300000
60310022;ECONOMIA DOS RECURSOS NATURAIS;60300000
60400005;ARQUITETURA E URBANISMO;60000007
60401001;FUNDAMENTOS DE ARQUITETURA E URBANISMO;60400005
60401010;HISTORIA DA ARQUITETURA E URBANISMO;60400005
60401028;TEORIA DA ARQUITETURA;60400005
60401036;HISTORIA DO URBANISMO;60400005
60401044;TEORIA DO URBANISMO;60400005
60402008;PROJETO DE ARQUITETURA E URBANISMO;60400005
60402016;PLANEJAMENTO E PROJETOS DA EDIFICACAO;60400005
60402024;PLANEJAMENTO E PROJETO DO ESPACO URBANO;60400005
60402032;PLANEJAMENTO E PROJETO DO EQUIPAMENTO;60400005
60403004;TECNOLOGIA DE ARQUITETURA E URBANISMO;60400005
60403012;ADEQUACAO AMBIENTAL;60400005
60404000;PAISAGISMO;60400005
60404019;DESENVOLVIMENTO HISTORICO DO PAISAGISMO;60400005
60404027;CONCEITUACAO DE PAISAGISMO E METODOLOGIA DO PAISAGISMO;60400005
60404035;ESTUDOS DE ORGANIZACAO DO ESPACO EXTERIOR;60400005
60404043;PROJETOS DE ESPACOS LIVRES URBANOS;60400005
61200000;DESENHO INDUSTRIAL;60000007
60500000;PLANEJAMENTO URBANO E REGIONAL;60000007
